"ID","NAME","COUNTRY","SUBREGION","LOCATION","YEAR","ADJ_TOTAL_DAMAGE"
"2017-0383-DOM","Hurricane 'Maria'","Dominican Republic","Latin America and the Caribbean","La Altagracia, El Seibo, Hato Mayor, Samaná, Espaillat, María Trinidad Sánchez, Puerto Plata, Santiago, Sánchez Ramírez, Monseñor Nouel, La Romana, Montecristi, Duarte, San Juan, Valverde, Dajabón, Santiago Rodríguez, San Pedro de Macorís, Hermanas Mirabal (Salcedo), La Vega",2017,78.314
"2017-0383-GLP","Hurricane 'Maria'","Guadeloupe","Latin America and the Caribbean","La Desirade Island",2017,149.169
"2017-0383-HTI","Hurricane 'Maria'","Haiti","Latin America and the Caribbean","Limbe, Cornillon (Croix des Bouquets), Saint Marc (Bocozel), Grand Saline (Artibonite), Saint Rafael (North)",2017,NA
"2017-0383-MTQ","Hurricane 'Maria'","Martinique","Latin America and the Caribbean","Le Morne-rouge, Le Carbet (St Pierre), Le Marigot, Gros-Morne (La Trinité), Northern coast, Fort-de-France, Schoelcher (Fort de France)",2017,54.695
"2017-0383-PRI","Hurricane 'Maria'","Puerto Rico","Latin America and the Caribbean","Humacao town, San Juan, Bayamon, Guajataca (north-west), Tao Baja, Culebra island, Vieques,Naguabo, Fajardo , Juncos, San Lorenzo, Ceiba cities (Humacao), Arecibo, Yabucoa Caguas towns (Guyama), Cataño (Bayamon), Aguada (Aguadilla)",2017,84528.984
"2017-0383-USA","Hurricane 'Maria'","United States of America","Northern America","Jersey shore, Seaside Park, Point Pleasant Beach (Ocean), Long Branch (Monmouth) (New Jersey), Fernandina beach (Nassau-Florida)",2017,NA
"2017-0383-VGB","Hurricane 'Maria'","British Virgin Islands","Latin America and the Caribbean",NA,2017,NA
"2017-0383-VIR","Hurricane 'Maria'","United States Virgin Islands","Latin America and the Caribbean","St Thomas, St John, St Croix, Water Island (St Thomas), Estate Frenchman's Bay",2017,NA
"2017-0392-MEX","Hurricane Katia","Mexico","Latin America and the Caribbean","Tecolutla, Xalapa, Jalcomulco",2017,NA
"2017-0410-COL","Tropical depression'16/Hurricane 'Nate'","Colombia","Latin America and the Caribbean","San Andres, Providencia and Santa Catalina",2017,NA
"2017-0410-CRI","Tropical depression'16/Hurricane 'Nate'","Costa Rica","Latin America and the Caribbean","South Pacific, Region 8- South Zone – Central Pacific: Region 6- Puntarenas (Parrita)- North Pacific: Region 5- Guanacaste (Hojancha, Sardinal de Carrillo)- Huetar Norte: Region 9- North Zone- Central Valley: Region 1, Cartago (Llano Grande de Cartago), Alajuela (Sarchí de Valverde Vega,Athens, ), San Jose (Puriscal,San Marcos de Tarrazú), Esperanza de Santa Cruz, Mollejones de Cabagra",2017,229.969
"2017-0410-GTM","Tropical depression'16/Hurricane 'Nate'","Guatemala","Latin America and the Caribbean","Ixcan, San Luis and Coban communities",2017,NA
"2017-0410-HND","Tropical depression'16/Hurricane 'Nate'","Honduras","Latin America and the Caribbean","Ocotepeque, Copán, Lempira, Intibucá, Santa Bárbara, Comayagua departements, Francisco Morazan (San Ignacio), Atlantida (El Porvenir), El Paraiso (Trojes), Valle (San Lorenzo, Nacaome Paso Hondo in Goascoran)",2017,NA
"2017-0410-NIC","Tropical depression'16/Hurricane 'Nate'","Nicaragua","Latin America and the Caribbean","Rivas, Chontales, Madriz, Boaco, Rio San Juan, Nueva Segovia, Carazo, Granada and North Caribbean (Bilwi, Waspam, Prinzapolka, Siuna, Rosita, Bonanza)",2017,NA
"2017-0410-PAN","Tropical depression'16/Hurricane 'Nate'","Panama","Latin America and the Caribbean","Ngäbe-Buglé, Veraguas and Chiriqui, Panama Bay, Panama West, Cerro Hacha",2017,NA
"2017-0410-SLV","Tropical depression'16/Hurricane 'Nate'","El Salvador","Latin America and the Caribbean","Chalatenango, La Libertad",2017,NA
"2017-0410-USA","Tropical depression'16/Hurricane 'Nate'","United States of America","Northern America","Mexico Gulf, Louisiania, Mississippi (coastal areas, Biloxi), Alabama (Dauphin Island, Autauga, Chilton, Lowndes Counties), Florida, South Carolina (Pickens, Laurens, Spartanburg, Newberry, Greenville, Union), North Carolina (Polk, Wilkes, Ashe )",2017,310.768
"2018-0170-CUB","Tropical storm 'Alberto'","Cuba","Latin America and the Caribbean","Ciego de Avila, Sancti Spiritus et Villa Clara, Matanzas, Pinar del Rio, Cienfuegos",2018,NA
"2018-0170-USA","Tropical storm 'Alberto'","United States of America","Northern America","Southeast",2018,151.679
"2018-0280-DOM","Hurricane 'Beryl'","Dominican Republic","Latin America and the Caribbean","San Cristóbal and Santo Domingo provinces",2018,NA
"2018-0280-PRI","Hurricane 'Beryl'","Puerto Rico","Latin America and the Caribbean",NA,2018,NA
"2018-0342-USA","Hurricane Florence","United States of America","Northern America","South and North Carolina, Virginia",2018,16988.092
"2018-0373-CUB","Hurricane Michael","Cuba","Latin America and the Caribbean","Sandino, San Juan municipalities (Pinar del Rio province)",2018,NA
"2018-0373-USA","Hurricane Michael","United States of America","Northern America","Florida, Georgia, Alabama, North Carolina, Virginia, Maryland",2018,19414.962
"2018-0406-MEX","Hurricane Willa","Mexico","Latin America and the Caribbean","Sinaloa, Nayarit, Jalisco, Durango, Zacatec",2018,651.372
"2018-0421-MEX","Tropical storm 'Vicente'","Mexico","Latin America and the Caribbean","Michoacán and Oaxaca",2018,8.5
"2019-0335-USA","Tropical cylone 'Barry'","United States of America","Northern America","Louisiana, Mississippi, Arkansas, Oklahoma, Great Lakes region",2019,715.102
"2019-0412-BHS","Tropical cyclone 'Dorian'","Bahamas","Latin America and the Caribbean","Great Abaco, Grand Bahama",2019,4052.242
"2019-0412-USA","Tropical cyclone 'Dorian'","United States of America","Northern America","Florida, Georgia, South Carolina, North Carolina, Virginia",2019,1906.937
"2019-0417-USA","Tropical storm ' Imelda'","United States of America","Northern America","Texas",2019,4171.426
"2019-0418-MEX","Tropical cyclone 'Lorena'","Mexico","Latin America and the Caribbean","Baja California Peninsula, coastal Baja California Sur, Jalisco, Sinaloa, Nayarit, Michoacan, Colima States",2019,NA
"2019-0450-MEX","Tropical storm 'Narda'","Mexico","Latin America and the Caribbean","Oaxaca state",2019,NA
"2019-0519-MEX","Tropical storm 'Fernand'","Mexico","Latin America and the Caribbean","Coahuila, Nuevo León, Tamaulipas, San Luis Potosí states",2019,456.473
"2020-0218-GTM","Tropical storm 'Amanda'","Guatemala","Latin America and the Caribbean","Chiquimula, El Progreso, Jalapa, Jutiapa, Santa Rosa",2020,NA
"2020-0218-HND","Tropical storm 'Amanda'","Honduras","Latin America and the Caribbean","Tegucigalpa (Francisco Morazán department); Valle Department",2020,NA
"2020-0218-SLV","Tropical storm 'Amanda'","El Salvador","Latin America and the Caribbean","La Libertad, Santa Ana, San Salvador",2020,259.009
"2020-0219-MEX","Tropical storm 'Cristobal'","Mexico","Latin America and the Caribbean","Ciudad del Carmen (Campeche State); Quintana Roo, Yucatan, Tabasco, Chiapas Oaxaca, Veracruz states",2020,NA
"2020-0219-USA","Tropical storm 'Cristobal'","United States of America","Northern America","errebonne, Plaquemines, Lafourche Parishes (Louisiana)",2020,382.627
"2020-0312-CUB","Hurricane 'Isaias'","Cuba","Latin America and the Caribbean","Baracoa",2020,NA
"2020-0312-DOM","Hurricane 'Isaias'","Dominican Republic","Latin America and the Caribbean","Duarte, Hato Mayor, El Seibo, Monte Plata, María Trinidad Sánchez, Samaná, San Cristóbal and San Pedro de Macorís departments",2020,194.257
"2020-0312-PRI","Hurricane 'Isaias'","Puerto Rico","Latin America and the Caribbean","Yauco, Jayuya, Mayagüez cities",2020,70.403
"2020-0312-USA","Hurricane 'Isaias'","United States of America","Northern America","North Carolina, South Carolina, New York, Maryland, Delaware, New Jersey, Connecticut, Florida, Virginia, Pennsylvania, New Hampshire",2020,5651.101
"2020-0316-MEX","Hurricane 'Hanna'","Mexico","Latin America and the Caribbean","Coahuila, Nuevo León,Tamaulipas states",2020,158.937
"2020-0316-USA","Hurricane 'Hanna'","United States of America","Northern America","Texas",2020,1295.044
"2020-0376-DOM","Hurricane 'Laura'","Dominican Republic","Latin America and the Caribbean",NA,2020,NA
"2020-0376-HTI","Hurricane 'Laura'","Haiti","Latin America and the Caribbean",NA,2020,NA
"2020-0376-USA","Hurricane 'Laura'","United States of America","Northern America","Louisiana, Texas, Arkansas, Mississippi",2020,15305.066
"2020-0412-USA","Hurricane 'Delta'","United States of America","Northern America","Louisiana, Texas, Mississippi, Georgia, North and South Carolina",2020,3414.207
"2020-0416-MEX","Tropical storm 'Gamma'","Mexico","Latin America and the Caribbean","Tabasco, Quintana Roo, Yucatán, Campeche",2020,117.731
"2020-0438-USA","Hurricane 'Sally'","United States of America","Northern America","Alabama, Florida",2020,7417.07
"2020-0474-BLZ","Hurricane 'Eta'","Belize","Latin America and the Caribbean","Cayo, Belize, Stann Creek, and Toledo districts",2020,NA
"2020-0474-COL","Hurricane 'Eta'","Colombia","Latin America and the Caribbean","Magdalena, Bolivar, Atlantico",2020,29.433
"2020-0474-CRI","Hurricane 'Eta'","Costa Rica","Latin America and the Caribbean","Nandayure, Hojancha of Guanacaste, Corredores,Coto Brus, San José, Alajuela, Heredia, Cartago, Puntarenas, Guanacaste, Limón",2020,NA
"2020-0474-GTM","Hurricane 'Eta'","Guatemala","Latin America and the Caribbean","Alta Verapaz,Petén, Quiché, Sololá, Izabal, Chiquimula, Zacapa, Jutiapa, El Progreso, Santa Rosa departments",2020,454.443
"2020-0474-HND","Hurricane 'Eta'","Honduras","Latin America and the Caribbean","La Ceiba, El Progresso, Santa Barbara, Gualala, Sulaco, San Manuel, Lempira",2020,NA
"2020-0474-MEX","Hurricane 'Eta'","Mexico","Latin America and the Caribbean","Chiapas, San Cristobal de Las Casas, Tabasco",2020,NA
"2020-0474-NIC","Hurricane 'Eta'","Nicaragua","Latin America and the Caribbean","Bonanza Municipality, Bilwi, Jinotega, Yali, Wiwili, Ocotal.",2020,209.562
"2020-0474-PAN","Hurricane 'Eta'","Panama","Latin America and the Caribbean","Bocas del Toro, Chiriquí, Coclé, Colón, Comarca Ngäbe Buglé, Herrera, Veraguas",2020,12.95
"2020-0474-SLV","Hurricane 'Eta'","El Salvador","Latin America and the Caribbean","La Union, department of La Union",2020,NA
"2020-0474-USA","Hurricane 'Eta'","United States of America","Northern America","Florida, North Carolina, Virginia",2020,1765.969
"2020-0483-MEX","Hurricane 'Zeta'","Mexico","Latin America and the Caribbean","Quintana Roo, Yucatán, Chiapas, Campeche,Tabasco",2020,117.731
"2020-0483-USA","Hurricane 'Zeta'","United States of America","Northern America","Louisiana, Mississippi, Alabama, northern Georgia, south and North Carolinas",2020,4120.595
"2020-0495-COL","Hurricane 'Iota'","Colombia","Latin America and the Caribbean","San Andre, Providencia Islands (Caribbean Sea), Bolivar, Choco, Guajira, Santa Catalina, Sucre, Atlántico, Magdalena,La Guajira Departments",2020,117.731
"2020-0495-GTM","Hurricane 'Iota'","Guatemala","Latin America and the Caribbean","Alta Verapaz, Baja Verapaz, Izabal, Chiquimula, Quiché, Zacapa departments",2020,NA
"2020-0495-HND","Hurricane 'Iota'","Honduras","Latin America and the Caribbean","Sulla Valley, San Pedro Sula, Santa Barbara, Central District, Santa Rosa de Aguan, Tocoa Copán, Choluteca (Sula Valley); Comayagua; Puerto Cortés, Yoro, Atlántida, Santa Barbara, Olancho, departments",2020,NA
"2020-0495-NIC","Hurricane 'Iota'","Nicaragua","Latin America and the Caribbean","Waspam, Bilwi/Puerto Cabezas, Prinzapolka, La Cruz de Rio Grande, Laguna de Perlas",2020,872.389
"2020-0495-PAN","Hurricane 'Iota'","Panama","Latin America and the Caribbean","Nole Duima, Soloy (Ngäbe-Buglé Comarca)",2020,NA
"2020-0495-SLV","Hurricane 'Iota'","El Salvador","Latin America and the Caribbean",NA,2020,NA
"2021-0325-MEX","Tropical storm 'Dolores'","Mexico","Latin America and the Caribbean","Yage municipality (Central Valley Region, Oaxaca State); Guerrero, Michoacán, Colima, and Jalisco states",2021,56.224
"2021-0359-MEX","Tropical storm 'Enrique'","Mexico","Latin America and the Caribbean","Guerrero, Michoacán, Colima, Jalisco, and Nayarit states",2021,56.224
"2021-0373-BRB","Hurricane 'Elsa'","Barbados","Latin America and the Caribbean","Southern portions of Barbados",2021,NA
"2021-0373-CUB","Hurricane 'Elsa'","Cuba","Latin America and the Caribbean","Matanzas, Granma Provinces",2021,NA
"2021-0373-DOM","Hurricane 'Elsa'","Dominican Republic","Latin America and the Caribbean","Bahoruco region",2021,NA
"2021-0373-HTI","Hurricane 'Elsa'","Haiti","Latin America and the Caribbean","Sud-Est, Sud, Ouest, Nippes, Grande-Anse departments",2021,NA
"2021-0373-LCA","Hurricane 'Elsa'","Saint Lucia","Latin America and the Caribbean","Soufrière",2021,38.233
"2021-0373-USA","Hurricane 'Elsa'","United States of America","Northern America","California, Georgia, Florida, North Carolina, South Carolina",2021,1349.384
"2021-0373-VCT","Hurricane 'Elsa'","Saint Vincent and the Grenadines","Latin America and the Caribbean","Northern half of St. Vincent",2021,NA
"2021-0510-DOM","Tropical cyclone 'Fred'","Dominican Republic","Latin America and the Caribbean",NA,2021,NA
"2021-0510-HTI","Tropical cyclone 'Fred'","Haiti","Latin America and the Caribbean",NA,2021,NA
"2021-0528-MEX","Tropical cyclone 'Grace'","Mexico","Latin America and the Caribbean","Xalapa City (Veracruz State); Tamaulipas state; Huauchinango, Tlaola (Puebla state)",2021,562.243
"2021-0531-USA","Tropical depression 'Henri'","United States of America","Northern America","Rhode Isl., Connecticut, Vermont, New York, New Jersey states",2021,618.467
"2021-0532-USA","Tropical storm 'Fred'","United States of America","Northern America","Transylvania, Haywood, Swain counties (North Carolina); Florida",2021,1461.832
"2021-0551-CUB","Tropical storm 'Ida'","Cuba","Latin America and the Caribbean","Isle of Youth (Isla de la Juventud) and the Pinar del Rio Province",2021,112.449
"2021-0551-USA","Tropical storm 'Ida'","United States of America","Northern America","Louisiana, New York, New Jersey, Maryland, Connecticut, Virginia, Pennsylvania, Delaware",2021,73091.612
"2021-0552-MEX","Tropical cylone 'Nora'","Mexico","Latin America and the Caribbean","Michoacan, Colima and Jalisco States",2021,112.449
"2021-0583-USA","Tropical storm 'Nicholas'","United States of America","Northern America","Texas, Louisiana",2021,1124.486
"2021-0702-MEX","Tropical cyclone 'Rick'","Mexico","Latin America and the Caribbean","Guerrero, Michoacán States; Jalisco, Colima, Guanajuato, and Nayarit",2021,11.245
"2022-0333-MEX","Tropical cyclone 'Agatha'","Mexico","Latin America and the Caribbean","Coastal and Santiago Xanica (Sierra Sur Regions of Oaxaca); Chiapas, Guerrero, Tabasco, and Veracruz states",2022,53.099
"2022-0367-CUB",NA,"Cuba","Latin America and the Caribbean","Havana, Pinar del Río, Artemisa, Sancti Spíritus, and Matanzas provinces",2022,NA
"2022-0400-NIC","Tropical storm 'Bonnie'","Nicaragua","Latin America and the Caribbean",NA,2022,NA
"2022-0400-SLV","Tropical storm 'Bonnie'","El Salvador","Latin America and the Caribbean","Sonsonate, Tecoluca, Jiquilisco, Puerto El Triunfo, Chalatenango and Ahuachapán",2022,NA
"2022-0603-CAN","Hurricane 'Fiona'","Canada","Northern America","Nova Scotia, Prince Edward Island, Newfoundland, and Quebec",2022,NA
"2022-0603-DOM","Hurricane 'Fiona'","Dominican Republic","Latin America and the Caribbean","La Altagracia, La Romana, El Seibo, Samana, Hato Mayor, María Trinidad Sanchez, Duarte, Monte Plata, La Vega, Espaillat, San Pedro de Macorís, San José de Ocoa, Puerto Plata and Sánchez Ramirez",2022,NA
"2022-0603-GLP","Hurricane 'Fiona'","Guadeloupe","Latin America and the Caribbean",NA,2022,NA
"2022-0603-PRI","Hurricane 'Fiona'","Puerto Rico","Latin America and the Caribbean",NA,2022,2602.91
"2022-0614-CUB","Hurricane 'Ian'","Cuba","Latin America and the Caribbean","Pinar del Rio, Artemisa, Havana, Isla de la Juventud.",2022,26.029
"2022-0614-USA","Hurricane 'Ian'","United States of America","Northern America","Charlotte and Lee Counties (Florida Peninsula); North Carolina",2022,104116.407
"2022-0647-COL","Hurricane 'Julia'","Colombia","Latin America and the Caribbean","San Andrés and Providencia Archipelago",2022,NA
"2022-0647-CRI","Hurricane 'Julia'","Costa Rica","Latin America and the Caribbean","Guanacaste, San Jose; Parrita, Garabito, Quepos; Buenos Aires, Golfito and Osa (, Punta Arenas)",2022,NA
"2022-0647-GTM","Hurricane 'Julia'","Guatemala","Latin America and the Caribbean","Alta Verapaz, Izabal, Quiché, Huehuetenango, Zacapa, Petén, Chimaltenango, Totonicapán, Sacatepéquez, Jalapa, Guatemala, Sololá, San Marcos, Quetzaltenango, Chiquimula",2022,NA
"2022-0647-HND","Hurricane 'Julia'","Honduras","Latin America and the Caribbean",NA,2022,NA
"2022-0647-NIC","Hurricane 'Julia'","Nicaragua","Latin America and the Caribbean",NA,2022,187.41
"2022-0647-SLV","Hurricane 'Julia'","El Salvador","Latin America and the Caribbean","San Salvador, La Libertad, La Paz, San Vicente, Usulután, San Miguel, La Unión and Sonsonate",2022,17.7
"2022-0675-MEX","Tropical storm 'Karl'","Mexico","Latin America and the Caribbean","Tabasco, Veracruz; Pichucalco, Ostuaca Municipalities (Chiapa); Oaxaca states",2022,NA
"2022-0698-MEX","Hurricane 'Roslyn'","Mexico","Latin America and the Caribbean","Santiago Ixcuintla, Rosamorada (Nayarit state); Jalisco, and Sinaloa",2022,NA
"2022-0719-BLZ","Hurricane 'Lisa'","Belize","Latin America and the Caribbean","Dangriga and Belize City",2022,104.116
"2022-0734-USA","Hurricane 'Nicole'","United States of America","Northern America","Bahamas, Florida",2022,1041.164
"2023-0238-PER","Storm 'Yaku'","Peru","Latin America and the Caribbean",NA,2023,705
"2023-0360-BRB","Tropical storm 'Bret'","Barbados","Latin America and the Caribbean",NA,2023,NA
"2023-0360-VCT","Tropical storm 'Bret'","Saint Vincent and the Grenadines","Latin America and the Caribbean",NA,2023,NA
"2023-0559-DOM","Tropical storm 'Franklin'","Dominican Republic","Latin America and the Caribbean","Barahona,Azua, Bahoruco, Elias Pina, Independencia",2023,NA
"2023-0565-CUB","Hurricane 'Idalia'","Cuba","Latin America and the Caribbean","Pinar del Rio, Artemisa, and Havana provinces",2023,NA
"2023-0565-USA","Hurricane 'Idalia'","United States of America","Northern America","Tampa, St. Petersburg, Sarasota, Tarpon Springs, Fort Myers Naples (Florida); Brooks and Lowndes Counties (Georgia); Mt. Pleasant, Edisto Beach, and Folly Beach (South Carolina); Whiteville, Wilmington, Outer Banks (North Carolina)",2023,3500
"2023-0603-ARG",NA,"Argentina","Latin America and the Caribbean","Gobernador Virasoro and Ituzaingo (Posadas municipality)",2023,NA
"2023-0603-BRA",NA,"Brazil","Latin America and the Caribbean","Muçum, Roca Sales and Cruzeiro do Sul Municipalities (Rio Grande do Sul State)",2023,705
"2023-0675-MEX","Tropical storm 'Otis'","Mexico","Latin America and the Caribbean","Acapulco (central Guerrero State)",2023,12000
"2023-0703-HND","Tropical storm 'Pilar'","Honduras","Latin America and the Caribbean",NA,2023,NA
"2023-0703-SLV","Tropical storm 'Pilar'","El Salvador","Latin America and the Caribbean",NA,2023,NA
"2024-0402-GTM","Tropical storm 'Alberto'","Guatemala","Latin America and the Caribbean","Jalpatagua and Chacaya municipalities",2024,NA
"2024-0402-HND","Tropical storm 'Alberto'","Honduras","Latin America and the Caribbean","Ocotepeque, Lempira, Intibucá, La Paz, Valle and Choluteca departments",2024,NA
"2024-0402-MEX","Tropical storm 'Alberto'","Mexico","Latin America and the Caribbean","Nuevo Leon, Veracruz, Tamaulipas, Coahuila,",2024,NA
"2024-0422-BRB","Hurricane 'Beryl'","Barbados","Latin America and the Caribbean",NA,2024,NA
"2024-0422-CAN","Hurricane 'Beryl'","Canada","Northern America","Nouvelle Ecosse",2024,NA
"2024-0422-GRD","Hurricane 'Beryl'","Grenada","Latin America and the Caribbean","The Union, Carriacou and Petite Martinique islands",2024,NA
"2024-0422-JAM","Hurricane 'Beryl'","Jamaica","Latin America and the Caribbean","Clarendon, St.Elizabeth, St. Thomas, Manchester, Westmoreland, Hanover",2024,NA
"2024-0422-USA","Hurricane 'Beryl'","United States of America","Northern America","Texas, Louisiana",2024,NA
"2024-0422-VCT","Hurricane 'Beryl'","Saint Vincent and the Grenadines","Latin America and the Caribbean","Union Island, Canouan Island, and Mayrea",2024,NA
"2024-0422-VEN","Hurricane 'Beryl'","Venezuela (Bolivarian Republic of)","Latin America and the Caribbean","Cumanacoa, Montes municipality (Sucre)",2024,NA
"2024-0471-MEX","Tropica storm 'Chris'","Mexico","Latin America and the Caribbean","Veracruz, Mexico city",2024,NA
"2024-0573-CAN","Tropical cyclone 'Debby'","Canada","Northern America","Quebec",2024,NA
"2024-0573-USA","Tropical cyclone 'Debby'","United States of America","Northern America","Tampa, Manatee, and St. Petersburg (Florida); Georgia; South Carolina, North Carolina, Virginia, New Yprk, Pennsylvania",2024,NA
"2024-0671-USA","Tropical storm 'Francine'","United States of America","Northern America","Mississippi, Louisiana, Alabama, Florida",2024,NA
"2024-0685-MEX","Hurricane 'John'","Mexico","Latin America and the Caribbean","Tlacoachistlahuaca town (Guerrero state); Michoacan state",2024,NA
"2024-0693-CUB","Tropical cyclone 'Helene'","Cuba","Latin America and the Caribbean","Artemisa and coastal communities",2024,NA
"2024-0693-MEX","Tropical cyclone 'Helene'","Mexico","Latin America and the Caribbean","Quintana Roo state",2024,NA
"2024-0693-USA","Tropical cyclone 'Helene'","United States of America","Northern America","Florida, Georgia, North Carolina, South Carolina, Tennessee, Kentucky, Indiana and Virginia",2024,NA
"2024-0722-MEX","Hurricane 'Milton'","Mexico","Latin America and the Caribbean","Tampa and Sarasota city area; Yucatan",2024,NA
"2024-0722-USA","Hurricane 'Milton'","United States of America","Northern America","Hillsborough, Pinellas, Sarasota Volusia, Saint Petersburg, Tampa, (Florida state)",2024,NA
"2024-0782-CUB","Tropical cyclone 'Oscar'","Cuba","Latin America and the Caribbean","Imías and San Antonio del Sur, Maisí and Baracoa muncipalities (Guantanamo Province); Granma, Holguin, Las Tunas, Santiago de Cuba",2024,NA
"2024-0795-MEX","Tropical storm 'Nadine'","Mexico","Latin America and the Caribbean","Chiapas, Veracruz, and Tabasco states",2024,NA
"2024-0822-COL","Tropical cyclone 'Rafael'","Colombia","Latin America and the Caribbean",NA,2024,NA
"2024-0822-CRI","Tropical cyclone 'Rafael'","Costa Rica","Latin America and the Caribbean",NA,2024,NA
"2024-0822-CUB","Tropical cyclone 'Rafael'","Cuba","Latin America and the Caribbean","Havana, Mayabeque and Artemisa provinces",2024,NA
"2024-0822-JAM","Tropical cyclone 'Rafael'","Jamaica","Latin America and the Caribbean",NA,2024,NA
"2024-0857-BLZ","Cyclone 'Sara'","Belize","Latin America and the Caribbean",NA,2024,NA
"2024-0857-CRI","Cyclone 'Sara'","Costa Rica","Latin America and the Caribbean",NA,2024,NA
"2024-0857-DOM","Cyclone 'Sara'","Dominican Republic","Latin America and the Caribbean",NA,2024,NA
"2024-0857-GTM","Cyclone 'Sara'","Guatemala","Latin America and the Caribbean","Petén, Izabal, and northern Alta Verapaz",2024,NA
"2024-0857-HND","Cyclone 'Sara'","Honduras","Latin America and the Caribbean","Sula Valley,",2024,NA
"2024-0857-HTI","Cyclone 'Sara'","Haiti","Latin America and the Caribbean",NA,2024,NA
"2024-0857-NIC","Cyclone 'Sara'","Nicaragua","Latin America and the Caribbean",NA,2024,NA
"2024-0857-SLV","Cyclone 'Sara'","El Salvador","Latin America and the Caribbean",NA,2024,NA
